headline,writer_intent
The number of COVID-19 deaths in Amazonas state decreased after minister Eduardo Pazuello visited the state,"['the government is responsible for the decrease in covid deaths', 'the minister did a good job fighting the pandemic', 'the numbers of deaths in the amazonas states decreased', 'death rate decreasing', 'the minister has had an effect on the pandemic']"
Vaccines cause genetic mutations,"['vaccines are harmful', 'vaccines are bad for us', 'mrna technology is actually part of a sinister plot.', 'there are false claims on vaccines']"
Pfizer vaccine causes deaths in Norway.,"['pfizer vaccine is deadly', ""pfizer's vaccine is not safe"", 'the pfizer vaccine has caused the deaths of people in norway', 'the pfizer vaccine  is causing deaths in norway', 'there are false claims on vaccines']"
The drug called Ivermectin completely prevents the transmission of COVID-19,"['ivermectin is safe to use', 'some drugs can prevent covid spread', 'theres a new treatment for the virus out']"
It is impossible to be sick with a deadly virus without symptoms.,"['the authoavoid people that look ill is all that is required r is implying that', 'avoid people that look ill is all that is required', 'infected people are obvious', 'people with a deadly virus can not be asymptomatic', 'viruses can only be deadly if they show visible symptoms', 'asymptomatic carriers are a lie']"
Asymptomatic spread of COVID-19 never occurs,"[""asymptomatic cases don't spread covid"", 'only symptomatic people spread covid', ""covid can't be spread by people who don't have symptoms"", ""if you have no symptoms, you can't spread covid"", 'people should only be concerned about avoiding others with visible symptoms', ""asymptomatic people don't need to take covid precautions""]"
A mandatory vaccination law had been dropped in Denmark,"['some countries are mandating vaccines by law', 'a vaccination mandate was unpopular', 'denmark dropped a mandatory vaccination law', 'a vaccine law dropped in denmark', 'the government was considering totalitarian methods']"
These pictures with actors show how news media manipulate opinion,"['people are being fed false narratives about covid', 'mass media is used to sway public opinion', 'the media is not honest with us.', ""people's opinions are twisted by shadowy media"", 'statistics have been manipulated by media']"
The International Court of Human Rights regulates the use of chlorine dioxide for any person who requires it,"['chlorine dioxide is a suitable treatment', 'the court is advocating the use of the substance for preventing covid', 'excessive use of chlorine dioxide is dangerous.', 'chlorine dioxide might be unsafe to use.']"
The nurse who lost consciousness in the live TV broadcast after being vaccinated with the Pfizer vaccine against Covid-19 died.,"['vaccines can kill', 'vaccines are harmful', 'the treatment cause someone to lose their life.', 'vaccines could be fatal.', 'vaccines are dangerous']"
One of the first nurses to receive the vaccine in AL is now dead.,"['vaccines are unsafe', 'vaccines are killing people', 'there are false claims on vaccines', 'vaccines can be lethal']"
"Israel will issue ""green passports"" to those residents who get a nanotechnology-based vaccine with the luciferase enzyme that alters human DNA. A swab stick is used not for taking a nasal smear, but for implanting nanotechnology in humans during COVID-19 testing, from where ""nanoparticles"" enter the brain.","['israel will issue ""green passports"" to those residents who get a nanotechnology-based vaccine with the luciferase enzyme that alters human dna', 'they are using  nanotechnology-based vaccines with the luciferase enzyme in people in israel', 'vaccines have nanotechnology in them', 'some treatments might not be what they seem to be.', 'governments are motivating people to inject tracking devices into their body.']"
A picture shows a biohazard symbol on wrappings of Covid tests  this means the swabs are infectious and make people sick,"['covid testing is not safe', 'viral testing is dangerous', 'people should avoid covid testing', 'people should avoid getting tested', 'the tests spread the disease', 'testing for covid is causing people to get sick with covid', 'covid testing is dangerous']"
"The COVID-19 RNA vaccine ""is not a vaccine""; a vaccine has to disrupt transmission by CDC and FDA standards; the vaccine ""activate[s] the cell to become a pathogen-manufacturing site""","['vaccines are not safe', ""a covid vaccine isn't really a vaccine afterall."", 'mrna techology is in a different category of science and can not be defined by the old terminology.', 'vaccines are unsafe', 'there are false claims on vaccines']"
