post,targetStereotype,targetMinority,Generated,Model,Task
What’s the difference between a dollar and a Jew I’d be disappointed to lose 6 million dollars,"[""jewish folks are less than human"", ""jewish folks aren't human"", ""jewish folks don'tt matter"", ""jewish folks' lives do not matter"", ""trivializes harm to victims""]","[""Holocaust victims"", ""holocaust victims"", ""jewish folks""]",This sentence communicates the stereotype that Jews are associated with money and wealth,chatgpt,sbic
"Just how Americans draw themselves slimmer. Japan does the same, they make anime have giant eyes while in reality they can’t see what their drawing","[""asian people can't see"", ""asian people can't see because their eyes are small"", ""asian people have squint eyes"", ""asian people's eyes are too small"", ""asians can't see"", ""japanese have slanted eyes""]","[""asian folks""]","Anime artists are known for exaggerating certain physical features, such as large eyes, in their drawings",chatgpt,sbic
"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave","[""immigrants are bad"", ""immigrants are worthless"", ""immigrants have no right to be here"", ""immigrants need to be hurt to go away"", ""immigrants should be fought"", ""immigrants should leave""]","[""black folks, asian folks, latino/latina folks, native american/first nation folks"", ""immigrants""]",Immigrants are seen as unwanted and a burden on society,chatgpt,sbic
Why did Hitler kill the out-of-time drummer? Rhythmic cleansing,"[""jewish people were \""cleansed\"" by hitler."", ""jewish people were killed by hitler."", ""trivializes harm to victims""]","[""holocaust victims"", ""jewish folks""]","This sentence communicates the stereotype that Nazis were obsessed with purity and cleansing, even extending to the rhythm of music, and that they were willing to commit violence to achieve their goals",chatgpt,sbic
"No, lets stay scattered across the earth and try to change every racially unaware white across the earth ...","[""whites are not afraid of other races"", ""whites are unaware of other races""]","[""white folks""]",White people are racially unaware and need to be changed,chatgpt,sbic
Africa is really boring during Halloween Everyone's a skeleton,"[""african folks are starving"", ""african folks look like skeletons"", ""are all skinny"", ""are malnourished""]","[""Africa"", ""black folks""]",Africans are not creative or diverse in their Halloween costumes and only dress up as skeletons,chatgpt,sbic
"daddy , am i more black or muslim ? - why are you asking , son ? - there is a bank on the <number> h floor of a new building , and i do n't know whether to rob it or fly a plane into it .","[""group consistently referenced after 9/11"", ""group engages in robbery"", ""group is composed of criminals"", ""group is engaged in terrorism""]","[""black folks"", ""muslim folks""]",Muslims are stereotyped as being associated with terrorism and violence,chatgpt,sbic
Why did the young Muslim girl wear a burqa? Incest birth control.,"[""muslim folks are immoral"", ""muslim folks are incestuous"", ""muslims are bad"", ""muslims are incestuist"", ""muslims are rapists"", ""muslism are in to incest""]","[""muslim folks""]",Muslims are stereotyped as using burqas for incest birth control,chatgpt,sbic
"It only take one geniune affection from a girl to save all of us
Yet here we are a lot kiled themselves , i hope that yu are proud of yourself femoids","[""women are incompetent"", ""women are vain""]","[""women""]","This sentence communicates the stereotype that ""femoids"" are responsible for the suicides of men and that they lack genuine affection",chatgpt,sbic
Hey #Sweden how you liking those immigrants now? #Stockholm Wonder how many will say it's not radical islamic terro… https://t.co/7V9UWL3S5f,"[""muslim folks are terrorists"", ""muslim folks should be denied human rights"", ""muslims immigramts are extremists"", ""muslims immigrants are terrorists"", ""radical"", ""terrorists""]","[""immigrants"", ""muslim folks"", ""muslim folks, immigrants""]",This sentence communicates the stereotype that immigrants in Sweden are responsible for radical Islamic terrorism,chatgpt,sbic
Sad thing is white nationalists DO judge Negroes by the content of the character .,"[""black people are unlikeable"", ""blacks are hated"", ""blacks are violent"", ""blacks aren\u2019t as good as whites"", ""blacks have no character"", ""not moral like whites""]","[""black folks""]",Black people are often stereotyped as having poor character,chatgpt,sbic
The worst thing about the present immigration is that it 's spread all over the country .,"[""immigrants are undesirable"", ""immigrants take resources from citizens""]","[""immigrants""]",Immigrants are seen as a widespread and negative presence in the country,chatgpt,sbic
"Is Lyudmila Pavlichenko's reputation true
I understand how sexist this can come off to doubt a woman's accomplishments but unfortunately with the persistent feminist narrative of exaggerating women's accomplishments or in some cases completely fabricating them, I was curious about this women's accomplishments and if they're true or the product of propaganda.","[""feminists are liars."", ""women are deceptive"", ""women exaggerate their accomplishments""]","[""women""]",The stereotype communicated in this sentence is that feminists exaggerate or fabricate women's accomplishments,chatgpt,sbic
"Its high time we ended this cancer called ""racism"" already Bomb Africa right now","[""are inferior to other groups"", ""are violent"", ""blacks are better off dead."", ""blacks are inferior."", ""blacks should be exterminated"", ""killing blacks would eliminate racism""]","[""black folks""]",This sentence communicates the stereotype that Africa is a place of chaos and violence that needs to be bombed,chatgpt,sbic
Laugh it up ape cause without yt to protect your race Asians will probably do the world a favour and wipe your kind from the face of the Earth .,"[""black folks are animals/apes"", ""black folks deserve to die/be killed"", ""non-whites are primitive."", ""non-whites should be eradicated.""]","[""black folks"", ""non-whites""]",Asians are violent and capable of wiping out other races,chatgpt,sbic
But you're not REALLY disabled. You look so pretty!,"[""disabled people are ugly"", ""disabled people can't be attractive"", ""disabled people can't be pretty""]","[""physically disabled folks""]",People with disabilities are often assumed to have a certain physical appearance and are not believed to be truly disabled if they do not fit that stereotype,chatgpt,sbic
What do you call a Jewish helicopter? A holocaupter,"[""jewish people were massacred"", ""jewish people were sent to concentration camps"", ""makes fun of the plight of jewish people"", ""trivializes the holocaust""]","[""jewish folks""]",Jews are often stereotyped as being associated with the Holocaust and this joke perpetuates that association in a derogatory manner,chatgpt,sbic
Jesus gave 6 million people bread and wine But Hitler made 6 million Jews toast,"[""compares hitler and jesus"", ""it's funny that jews were massacred."", ""jews deserved to be burnt."", ""jews dying is funny"", ""makes fun of holocaust"", ""trivializes harm to victims of holocaust"", ""trivializes holocaust""]","[""Holocaust"", ""jewish folks""]",Jews are victims of genocide and persecution,chatgpt,sbic
